IDX,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_ANNUITY,AMT_CREDIT,DAYS_BIRTH,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,TARGET
12939,M,Y,Y,202500,50004,746280,-17422,Secondary / secondary special,Managers,0
12940,F,N,Y,166500,32602.5,675000,-18925,Secondary / secondary special,Laborers,0
12941,M,Y,Y,112500,37966.5,360351,-18653,Secondary / secondary special,Security staff,0
12942,M,Y,Y,112500,9000,180000,-11808,Secondary / secondary special,,0
12943,M,Y,N,315000,102123,971280,-12902,Higher education,Managers,0
12944,F,N,N,72000,32296.5,630000,-8902,Secondary / secondary special,Sales staff,0
12945,M,Y,N,180000,28287,967500,-14424,Higher education,Managers,0
12946,F,N,Y,202500,21028.5,327024,-17213,Higher education,Secretaries,0
12947,F,Y,Y,382500,57015,2156400,-21269,Secondary / secondary special,Laborers,0
12948,F,N,Y,121500,9526.5,135000,-23336,Secondary / secondary special,,0
12949,M,N,N,450000,54436.5,746280,-20674,Higher education,Laborers,0
12950,M,N,N,450000,41359.5,1278045,-14388,Higher education,Managers,0
12951,F,N,N,157500,32125.5,755190,-12024,Secondary / secondary special,Sales staff,0
12952,F,N,Y,90000,23872.5,225000,-22504,Secondary / secondary special,,0
12953,M,Y,Y,211500,38686.5,755190,-12733,Secondary / secondary special,Laborers,0
12954,M,Y,N,292500,51556.5,1483231.5,-21346,Secondary / secondary special,Laborers,0
12955,F,N,Y,45000,21312,724500,-21527,Secondary / secondary special,,0
12956,M,Y,N,247500,32665.5,585000,-15583,Secondary / secondary special,Drivers,0
12957,F,Y,Y,135000,44613,1125000,-15668,Incomplete higher,Sales staff,0
12958,M,N,Y,247500,37413,512338.5,-10515,Secondary / secondary special,Sales staff,0
12959,F,N,N,90000,15916.5,544491,-22907,Secondary / secondary special,,0
12960,M,N,Y,90000,26563.5,819432,-17018,Secondary / secondary special,Managers,1
12961,F,N,Y,202500,57676.5,790830,-19856,Secondary / secondary special,Laborers,0
12962,F,N,Y,81000,10953,225000,-20080,Secondary / secondary special,,0
12963,F,N,Y,157500,40216.5,592560,-11232,Secondary / secondary special,Sales staff,0
12964,M,Y,N,225000,40914,1546020,-13880,Secondary / secondary special,Laborers,0
12965,F,N,Y,135000,20785.5,662026.5,-18450,Secondary / secondary special,,0
12966,M,N,N,180000,12204,225000,-17229,Secondary / secondary special,Laborers,0
12967,F,N,Y,157500,21906,675000,-19576,Higher education,,0
12968,M,N,Y,180000,44748,1125000,-18712,Higher education,,0
12969,F,N,Y,112500,30568.5,1040985,-16944,Secondary / secondary special,Laborers,0
12970,M,Y,Y,135000,20182.5,331834.5,-13272,Higher education,Laborers,0
12971,M,N,Y,135000,27324,450000,-10019,Secondary / secondary special,Laborers,0
12972,F,N,Y,297000,41116.5,1401723,-20527,Higher education,Managers,0
12973,F,N,Y,180000,56092.5,1096020,-15758,Higher education,Sales staff,1
12974,F,N,N,225000,14814,315000,-18131,Higher education,Managers,0
12975,M,Y,N,360000,44509.5,450000,-14268,Secondary / secondary special,Laborers,0
12976,F,N,Y,135000,20250,405000,-17354,Secondary / secondary special,Managers,0
12977,F,N,Y,135000,8788.5,180000,-18650,Secondary / secondary special,Managers,0
12978,M,Y,N,112500,30271.5,590337,-11058,Secondary / secondary special,,1
12979,M,Y,N,180000,34128,805536,-13604,Secondary / secondary special,Drivers,0
12980,F,N,N,112500,26316,9.00E+05,-13081,Secondary / secondary special,Sales staff,0
12981,F,N,Y,67500,9472.5,95940,-20794,Lower secondary,,0
12982,M,Y,Y,225000,32269.5,894766.5,-18601,Secondary / secondary special,Accountants,0
12983,M,N,Y,135000,36553.5,545040,-12653,Secondary / secondary special,Drivers,0
12984,M,N,N,112500,21460.5,270000,-14672,Secondary / secondary special,,1
12985,F,Y,Y,144000,43956,1661418,-18442,Secondary / secondary special,Laborers,0
12986,F,N,Y,192150,25794,9.00E+05,-21079,Secondary / secondary special,Laborers,0
12987,M,N,Y,225000,31630.5,521280,-15552,Higher education,Managers,0
12988,M,Y,N,180000,70650,2250000,-12430,Higher education,Laborers,0
12989,F,N,N,112500,34587,1042560,-15209,Secondary / secondary special,Laborers,0
12990,M,N,N,112500,29254.5,536917.5,-17947,Secondary / secondary special,Laborers,0
12991,M,N,Y,135000,21996,454500,-11813,Secondary / secondary special,Drivers,0
12992,F,Y,Y,135000,38241,792162,-19771,Higher education,Core staff,0
12993,M,Y,N,157500,37746,781920,-9488,Secondary / secondary special,Laborers,0
12994,M,Y,Y,103500,8091,142632,-24049,Secondary / secondary special,,0
12995,M,Y,Y,315000,26086.5,808650,-16905,Higher education,Drivers,0
12996,M,Y,Y,247500,17869.5,338832,-12090,Higher education,,0
12997,F,N,Y,225000,26640,545040,-14729,Secondary / secondary special,Sales staff,1
12998,M,Y,Y,180000,13500,270000,-17487,Secondary / secondary special,Managers,0
12999,F,N,N,202500,36459,755190,-18201,Secondary / secondary special,Sales staff,0
13000,M,N,Y,315000,6016.5,123768,-18131,Higher education,Managers,0
13001,F,N,Y,112500,25515,225000,-16384,Secondary / secondary special,Cleaning staff,0
13002,F,Y,Y,225000,6804,67500,-13256,Higher education,,0
13003,M,N,N,135000,13842,127350,-9225,Secondary / secondary special,Low-skill Laborers,0
13004,M,N,N,67500,16713,254700,-12468,Secondary / secondary special,Security staff,1
13005,F,N,Y,135000,42889.5,837427.5,-16146,Secondary / secondary special,High skill tech staff,0
13006,M,N,Y,135000,24808.5,765000,-18119,Higher education,,0
13007,F,Y,Y,112500,9000,180000,-17418,Incomplete higher,Sales staff,0
13008,F,N,Y,76500,15835.5,273636,-10607,Secondary / secondary special,Sales staff,0
13009,F,Y,Y,135000,35806.5,592560,-12727,Secondary / secondary special,Managers,0
13010,F,N,Y,211500,25407,545040,-12921,Incomplete higher,High skill tech staff,0
13011,F,Y,Y,54000,15313.5,153504,-20656,Secondary / secondary special,,0
13012,F,Y,Y,450000,45000,9.00E+05,-21864,Secondary / secondary special,High skill tech staff,0
13013,F,N,N,90000,12091.5,314055,-9825,Secondary / secondary special,Sales staff,0
13014,F,N,N,135000,27423,521280,-12988,Incomplete higher,Managers,0
13015,F,N,Y,90000,19039.5,526491,-20996,Secondary / secondary special,,0
13016,F,N,Y,135000,25978.5,884124,-13231,Secondary / secondary special,High skill tech staff,0
13017,F,N,Y,270000,46215,1752039,-21754,Secondary / secondary special,,0
13018,F,N,Y,90000,30127.5,1026000,-19761,Secondary / secondary special,,0
13019,F,N,Y,135000,23850,239850,-24893,Higher education,,0
13020,M,N,Y,54000,15016.5,152820,-21831,Secondary / secondary special,Laborers,0
13021,M,Y,N,135000,24403.5,447453,-9167,Secondary / secondary special,Drivers,0
13022,F,N,Y,72000,26901,675000,-15959,Secondary / secondary special,Cooking staff,0
13023,F,N,Y,67500,14751,254700,-13351,Secondary / secondary special,Laborers,0
13024,M,N,N,90000,23364,239850,-24555,Secondary / secondary special,,0
13025,F,Y,N,90000,32895,1125000,-17970,Secondary / secondary special,,0
13026,F,N,Y,135000,21982.5,672453,-21983,Secondary / secondary special,Cleaning staff,0
13027,F,N,N,67500,22351.5,398016,-19391,Secondary / secondary special,Laborers,0
13028,M,Y,Y,135000,30937.5,1125000,-9188,Secondary / secondary special,High skill tech staff,0
13029,M,N,Y,112500,25537.5,545040,-10632,Secondary / secondary special,Laborers,0
13030,M,N,Y,270000,50544,1724220,-15222,Higher education,Laborers,0
13031,M,Y,Y,225000,38200.5,1180129.5,-14792,Secondary / secondary special,Drivers,0
13032,M,Y,Y,225000,31464,808650,-16277,Secondary / secondary special,High skill tech staff,0
13033,F,Y,Y,67500,20151,454500,-17768,Secondary / secondary special,Laborers,0
13034,M,Y,N,135000,29304,571396.5,-8555,Secondary / secondary special,Low-skill Laborers,1
13035,F,Y,N,225000,16726.5,551727,-14980,Incomplete higher,Sales staff,0
13036,M,Y,N,6750000,52978.5,790830,-19341,Higher education,Laborers,0
13037,M,Y,Y,166500,20682,173196,-14973,Secondary / secondary special,Drivers,0
13038,M,Y,N,135000,16681.5,566055,-22087,Secondary / secondary special,,0
13039,F,Y,Y,157500,32022,723996,-17671,Secondary / secondary special,,0
13040,M,N,Y,67500,11236.5,170640,-9634,Secondary / secondary special,Core staff,0
13041,F,N,Y,135000,50895,729396,-15866,Secondary / secondary special,Sales staff,0
13042,F,N,Y,54000,14220,254700,-22875,Secondary / secondary special,,0
13043,M,N,Y,225000,13500,270000,-19578,Secondary / secondary special,Laborers,1
13044,M,N,Y,67500,14994,337500,-23265,Secondary / secondary special,,0
13045,F,N,Y,315000,22054.5,517500,-20558,Higher education,Managers,0
13046,M,N,Y,166500,5485.5,50940,-11307,Higher education,Managers,0
13047,F,Y,N,175500,22158,562932,-12440,Higher education,,0
13048,M,Y,Y,135000,29839.5,808650,-18741,Secondary / secondary special,Core staff,0
13049,M,N,Y,180000,10827,101880,-8814,Secondary / secondary special,Laborers,0
13050,F,N,Y,112500,28516.5,291384,-20063,Higher education,Accountants,0
13051,M,N,Y,139500,17397,526491,-14361,Incomplete higher,Security staff,0
13052,F,Y,Y,157500,12825,234000,-14758,Secondary / secondary special,,0
13053,M,Y,Y,180000,38331,1078200,-17326,Incomplete higher,Laborers,0
13054,M,N,Y,112500,27778.5,381528,-8928,Secondary / secondary special,Laborers,0
13055,F,N,Y,81000,15016.5,152820,-19570,Secondary / secondary special,Core staff,0
13056,F,N,Y,42750,11718,117162,-21247,Secondary / secondary special,,0
13057,M,Y,N,180000,34326,1034680.5,-19885,Secondary / secondary special,Laborers,0
13058,F,N,Y,67500,8739,109008,-9822,Secondary / secondary special,Medicine staff,0
13059,F,N,Y,135000,11812.5,119925,-23430,Secondary / secondary special,,0
13060,M,N,Y,157500,27000,540000,-22247,Secondary / secondary special,Laborers,0
13061,F,Y,N,126000,20250,405000,-21041,Secondary / secondary special,,0
13062,F,N,N,67500,5661,121500,-18942,Secondary / secondary special,Cleaning staff,0
13063,F,N,Y,157500,17613,467257.5,-23236,Secondary / secondary special,,0
13064,M,N,N,180000,26509.5,545040,-20008,Secondary / secondary special,Laborers,0
13065,F,N,Y,135000,19399.5,315000,-19758,Secondary / secondary special,Laborers,0
13066,F,N,N,247500,39613.5,501390,-11029,Secondary / secondary special,Secretaries,0
13067,F,N,Y,90000,32773.5,275076,-16612,Secondary / secondary special,Sales staff,0
13068,F,N,Y,112500,41728.5,526491,-13154,Higher education,Sales staff,0
13069,F,Y,Y,58500,17253,352044,-17995,Lower secondary,Cleaning staff,1
13070,F,N,Y,495000,114430.5,2250000,-14110,Higher education,Accountants,0
13071,M,Y,Y,270000,20979,450000,-13456,Secondary / secondary special,Laborers,0
13072,F,N,N,85500,35523,835380,-20318,Secondary / secondary special,,0
13073,M,Y,N,270000,17077.5,591336,-11846,Secondary / secondary special,Laborers,0
13074,M,Y,Y,112500,38133,485640,-15301,Secondary / secondary special,Drivers,0
13075,F,N,Y,112500,24930,675000,-20089,Higher education,,0
13076,F,N,N,90000,12375,247500,-9793,Secondary / secondary special,,0
13077,F,N,Y,112500,33394.5,755190,-17818,Secondary / secondary special,Sales staff,0
13078,F,N,Y,117000,44991,472500,-14259,Secondary / secondary special,Cleaning staff,0
13079,F,Y,Y,256500,45000,9.00E+05,-16885,Higher education,Accountants,0
13080,F,N,N,67500,15808.5,231813,-8699,Secondary / secondary special,Sales staff,0
13081,F,N,Y,112500,36292.5,1125000,-13264,Secondary / secondary special,,0
13082,F,N,Y,189000,39168,396000,-9946,Incomplete higher,Medicine staff,0
13083,F,N,Y,202500,36418.5,543037.5,-18711,Secondary / secondary special,Sales staff,0
13084,F,Y,N,73350,17149.5,254700,-22894,Lower secondary,,0
13085,F,N,N,135000,8901,152820,-23068,Secondary / secondary special,,0
13086,F,N,Y,112500,18616.5,247275,-20319,Secondary / secondary special,Managers,0
13087,F,N,Y,112500,26901,675000,-18531,Secondary / secondary special,Laborers,0
13088,F,N,Y,112500,32472,675000,-11145,Higher education,HR staff,0
13089,M,N,Y,90000,17905.5,225000,-11543,Secondary / secondary special,Laborers,1
13090,F,N,N,126000,21420,327024,-12952,Secondary / secondary special,Sales staff,0
13091,F,N,Y,180000,37444.5,1006920,-17104,Secondary / secondary special,Medicine staff,0
13092,F,N,Y,112500,17469,593010,-22418,Higher education,,0
13093,F,N,Y,112500,13500,270000,-16409,Secondary / secondary special,Sales staff,0
13094,F,N,Y,112500,26217,808650,-11552,Higher education,Cleaning staff,0
13095,M,N,Y,180000,32305.5,1170000,-9153,Secondary / secondary special,Managers,0
13096,F,N,Y,238500,34618.5,886176,-14576,Secondary / secondary special,Accountants,0
13097,F,N,Y,157500,30906,1166724,-11263,Secondary / secondary special,Sales staff,0
13098,F,N,N,117000,12136.5,172512,-23599,Secondary / secondary special,,0
13099,F,N,Y,90000,27558,938034,-10134,Incomplete higher,Cooking staff,0
13100,M,N,N,135000,11074.5,225000,-15401,Secondary / secondary special,Laborers,1
13101,M,N,Y,148500,39438,497520,-10923,Higher education,Sales staff,0
13102,F,N,Y,157500,15111,152820,-12096,Secondary / secondary special,,0
13103,M,Y,Y,90000,20677.5,545040,-20994,Secondary / secondary special,Laborers,0
13104,M,N,N,450000,26473.5,816660,-11881,Higher education,Managers,0
13105,F,Y,N,135000,35554.5,450000,-12246,Secondary / secondary special,,0
13106,F,Y,Y,121500,22536,283585.5,-12756,Secondary / secondary special,Core staff,0
13107,M,N,N,112500,19134,284400,-9309,Secondary / secondary special,IT staff,1
13108,F,N,N,81000,9000,180000,-9701,Higher education,Core staff,0
13109,F,N,Y,58500,7875,157500,-11695,Secondary / secondary special,,0
13110,F,Y,Y,315000,37800,1288350,-16931,Secondary / secondary special,Laborers,0
13111,M,Y,Y,135000,22909.5,706221,-19900,Secondary / secondary special,Laborers,0
13112,F,N,Y,166500,15709.5,254700,-24412,Secondary / secondary special,,0
13113,F,N,N,90000,33264,755190,-19726,Secondary / secondary special,,0
13114,F,N,Y,180000,26127,810000,-10527,Higher education,Core staff,0
13115,M,N,Y,202500,41157,400392,-13243,Secondary / secondary special,Laborers,0
13116,M,Y,Y,225000,24844.5,312840,-20145,Secondary / secondary special,Laborers,0
13117,M,N,Y,90000,13500,270000,-19731,Secondary / secondary special,Core staff,0
13118,F,Y,N,166500,6012,90000,-18268,Secondary / secondary special,,0
13119,M,Y,Y,166500,31630.5,521280,-21109,Secondary / secondary special,Laborers,0
13120,F,N,Y,112500,8883,180000,-20895,Secondary / secondary special,Cleaning staff,1
13121,F,Y,Y,202500,29250,585000,-18773,Higher education,Core staff,0
13122,F,Y,N,135000,39474,1350000,-20926,Secondary / secondary special,,0
13123,F,N,Y,157500,46404,1092190.5,-22442,Higher education,HR staff,0
13124,F,N,Y,117000,31774.5,816660,-14714,Secondary / secondary special,Core staff,0
13125,F,N,Y,126000,9000,180000,-20026,Secondary / secondary special,Laborers,0
13126,F,N,Y,157500,32602.5,675000,-13889,Secondary / secondary special,Laborers,1
13127,F,Y,Y,157500,44487,868797,-20872,Secondary / secondary special,,1
13128,F,N,Y,112500,13702.5,360000,-20766,Secondary / secondary special,,0
13129,F,Y,N,180000,44694,728460,-17701,Secondary / secondary special,Sales staff,0
13130,F,Y,N,90000,27679.5,942300,-22796,Secondary / secondary special,,0
13131,M,Y,Y,135000,27945,547344,-14734,Secondary / secondary special,Managers,0
13132,F,N,Y,90000,24543,450000,-19322,Secondary / secondary special,Sales staff,1
13133,M,Y,Y,270000,26860.5,639000,-10679,Secondary / secondary special,Laborers,0
13134,F,N,Y,130500,15916.5,544491,-13378,Higher education,,0
13135,M,Y,N,112500,27423,521280,-17810,Secondary / secondary special,,0
13136,F,Y,Y,270000,26446.5,9.00E+05,-18806,Secondary / secondary special,Sales staff,0
13137,M,Y,Y,112500,12172.5,114682.5,-13418,Higher education,Laborers,0
13138,M,N,N,202500,38556,755190,-14934,Higher education,,0
13139,M,N,Y,202500,17905.5,225000,-11132,Secondary / secondary special,Security staff,0
13140,F,Y,Y,360000,24475.5,754740,-14284,Secondary / secondary special,Cleaning staff,0
13141,F,N,Y,180000,36864,1256400,-12773,Secondary / secondary special,Laborers,0
13142,M,N,N,180000,24970.5,381528,-10927,Secondary / secondary special,,0
13143,F,N,Y,157500,12757.5,290088,-16498,Higher education,Sales staff,0
13144,F,Y,Y,225000,34443,781920,-23176,Secondary / secondary special,,0
13145,M,N,Y,247500,16965,450000,-14203,Secondary / secondary special,Drivers,0
13146,F,N,N,121500,13518,277969.5,-15660,Higher education,Accountants,0
13147,F,N,Y,202500,11736,405000,-12697,Secondary / secondary special,,0
13148,F,Y,Y,225000,22495.5,765000,-11148,Higher education,Managers,0
13149,F,N,Y,450000,56794.5,1014790.5,-20583,Higher education,,0
13150,F,N,Y,76500,23184,225000,-24289,Higher education,,0
13151,M,N,N,225000,23107.5,450000,-15450,Higher education,Laborers,0
13152,F,N,Y,153000,22086,432567,-15705,Secondary / secondary special,Laborers,0
13153,F,Y,N,81000,10696.5,101880,-13466,Higher education,Sales staff,0
13154,F,N,Y,56250,13437,314100,-22989,Secondary / secondary special,,0
13155,F,N,Y,297000,36459,755190,-17845,Higher education,,0
13156,M,Y,Y,216000,21888,513531,-14028,Secondary / secondary special,,0
13157,F,N,Y,225000,56632.5,886176,-10244,Secondary / secondary special,Sales staff,0
13158,F,Y,Y,171000,18252,283585.5,-12924,Secondary / secondary special,Laborers,0
13159,F,N,N,36000,10620,225000,-12990,Secondary / secondary special,Private service staff,0
13160,F,N,N,33750,14377.5,225000,-19054,Higher education,,0
13161,F,N,N,202500,22234.5,422235,-11204,Incomplete higher,Private service staff,1
13162,F,N,Y,270000,37575,1192500,-22585,Secondary / secondary special,,0
13163,F,Y,Y,450000,47110.5,675000,-18139,Higher education,Accountants,0
13164,F,N,Y,135000,26770.5,675000,-15442,Secondary / secondary special,Managers,0
13165,M,N,N,225000,72553.5,1428295.5,-10279,Secondary / secondary special,IT staff,0
13166,F,N,N,90000,29151,447768,-8474,Secondary / secondary special,,1
13167,F,N,Y,67500,3537,62820,-10055,Secondary / secondary special,Sales staff,0
13168,F,Y,Y,292500,23494.5,239850,-24054,Secondary / secondary special,,0
13169,M,N,Y,180000,47749.5,450000,-9416,Secondary / secondary special,Laborers,0
13170,M,N,Y,382500,59485.5,2250000,-19533,Secondary / secondary special,Laborers,0
13171,M,Y,Y,126000,35937,592560,-16039,Secondary / secondary special,Laborers,0
13172,M,Y,Y,315000,41800.5,1515415.5,-11503,Higher education,Core staff,0
13173,F,N,Y,270000,30730.5,478836,-24605,Secondary / secondary special,,0
13174,F,N,Y,81000,11290.5,229500,-14030,Secondary / secondary special,Sales staff,0
13175,F,N,Y,202500,15453,167076,-11840,Secondary / secondary special,Cleaning staff,1
13176,F,N,Y,90000,13963.5,284400,-8709,Secondary / secondary special,Sales staff,1
13177,F,N,Y,199350,30528,942300,-14504,Secondary / secondary special,,0
13178,M,Y,N,144000,24849,862560,-8812,Higher education,Laborers,0
13179,F,N,Y,112500,31477.5,305955,-21737,Secondary / secondary special,,0
13180,M,Y,N,90000,9270,301500,-11313,Secondary / secondary special,Laborers,0
13181,M,N,Y,94500,37800,1288350,-20674,Secondary / secondary special,,0
13182,F,N,Y,234000,22252.5,225000,-16367,Higher education,,0
13183,M,Y,Y,162000,13896,197820,-24507,Secondary / secondary special,,0
13184,F,N,Y,90000,24948,474048,-15004,Secondary / secondary special,Laborers,0
13185,F,N,Y,157500,37800,1288350,-11681,Higher education,,0
13186,F,Y,Y,180000,33259.5,835380,-18076,Higher education,Accountants,0
13187,F,Y,N,135000,38133,9.00E+05,-18175,Secondary / secondary special,Sales staff,0
13188,F,N,Y,90000,20079,168102,-13520,Secondary / secondary special,Sales staff,0
13189,F,N,Y,202500,14710.5,299772,-19065,Secondary / secondary special,Cooking staff,0
13190,M,N,Y,99000,16893,380533.5,-8070,Secondary / secondary special,Laborers,0
13191,F,N,Y,112500,23305.5,808650,-20417,Secondary / secondary special,,0
13192,F,Y,Y,135000,26928,916470,-12036,Higher education,Managers,0
13193,M,N,Y,135000,36270,1093500,-15657,Secondary / secondary special,Laborers,0
13194,F,N,Y,108000,16047,544491,-21630,Higher education,,0
13195,F,Y,Y,180000,24376.5,675000,-21036,Secondary / secondary special,,0
13196,M,Y,Y,180000,13648.5,277969.5,-15131,Secondary / secondary special,,1
13197,M,N,Y,112500,22752,417024,-9577,Lower secondary,Laborers,1
13198,M,N,N,360000,38263.5,9.00E+05,-13625,Higher education,Managers,0
13199,M,Y,Y,157500,51543,1006920,-16057,Secondary / secondary special,Drivers,0
13200,F,N,Y,202500,14607,384048,-23482,Higher education,,0
13201,F,N,Y,225000,66402,2517300,-11061,Higher education,Laborers,0
13202,F,N,N,270000,23944.5,814500,-23702,Secondary / secondary special,,0
13203,F,N,N,225000,12433.5,326439,-14295,Secondary / secondary special,Sales staff,0
13204,F,Y,Y,157500,31792.5,497520,-15140,Higher education,Sales staff,0
13205,M,Y,Y,202500,25965,450000,-19423,Higher education,Managers,0
13206,F,N,Y,360000,39262.5,1089477,-17447,Incomplete higher,Accountants,0
13207,F,N,Y,135000,26217,808650,-16930,Secondary / secondary special,,0
13208,M,N,N,225000,13500,270000,-12891,Higher education,,0
13209,F,Y,Y,202500,37404,730017,-21933,Secondary / secondary special,Sales staff,0
13210,F,N,Y,150750,37939.5,679500,-20493,Secondary / secondary special,Sales staff,0
13211,F,N,Y,292500,37881,891072,-16314,Secondary / secondary special,Managers,0
13212,M,N,Y,112500,13500,270000,-18094,Secondary / secondary special,Drivers,0
13213,F,N,Y,112500,15750,315000,-23287,Secondary / secondary special,,0
13214,F,N,Y,67500,14350.5,254700,-24561,Lower secondary,,0
13215,M,Y,N,180000,55593,1312110,-14691,Secondary / secondary special,Drivers,0
13216,F,N,Y,135000,19134,312768,-12923,Secondary / secondary special,Accountants,0
13217,M,N,Y,157500,37800,1288350,-19740,Secondary / secondary special,,0
13218,F,N,N,126000,17694,544491,-15969,Secondary / secondary special,Sales staff,0
13219,M,Y,N,225000,51651,1762110,-12397,Secondary / secondary special,Drivers,0
13220,F,N,Y,180000,28062,500211,-18478,Secondary / secondary special,Sales staff,0
13221,F,Y,Y,135000,42642,1546020,-21042,Secondary / secondary special,,0
13222,F,N,Y,134100,26662.5,629325,-22585,Secondary / secondary special,,0
13223,F,N,Y,225000,38191.5,745429.5,-19841,Secondary / secondary special,,1
13224,M,Y,N,153000,13855.5,483480,-16552,Secondary / secondary special,,0
13225,F,Y,N,135000,23625,225000,-16773,Secondary / secondary special,Laborers,0
13226,M,N,Y,189000,48595.5,450000,-11251,Higher education,Security staff,0
13227,M,Y,Y,180000,19566,270000,-14942,Secondary / secondary special,Drivers,0
13228,M,N,Y,128250,24471,677664,-12062,Secondary / secondary special,Drivers,0
13229,F,N,N,121500,24426,612612,-16777,Secondary / secondary special,Core staff,0
13230,M,Y,Y,157500,32053.5,888840,-17044,Secondary / secondary special,Low-skill Laborers,0
13231,M,N,Y,202500,50386.5,9.00E+05,-17353,Secondary / secondary special,Laborers,0
13232,M,Y,N,315000,25537.5,545040,-9556,Secondary / secondary special,Laborers,1
13233,F,Y,N,180000,31819.5,495882,-10168,Higher education,Managers,0
13234,F,N,Y,135000,19867.5,675000,-18811,Secondary / secondary special,Laborers,0
13235,F,Y,Y,117000,13500,270000,-11537,Secondary / secondary special,Private service staff,0
13236,F,N,N,69750,7119,188685,-23245,Higher education,,0
13237,M,Y,Y,225000,32125.5,405000,-11498,Secondary / secondary special,Laborers,0
13238,F,N,Y,225000,13500,270000,-9303,Higher education,Managers,0
13239,M,Y,Y,135000,27274.5,697500,-14368,Secondary / secondary special,Laborers,1
13240,F,N,Y,103500,16380,337761,-17678,Secondary / secondary special,Sales staff,0
13241,F,Y,Y,180000,26316,792346.5,-17952,Secondary / secondary special,Security staff,0
13242,F,N,N,121500,36423,1125000,-14265,Secondary / secondary special,Accountants,0
13243,F,N,Y,180000,29736,1017000,-13587,Higher education,Core staff,0
13244,F,N,Y,202500,10849.5,284400,-15491,Higher education,Core staff,0
13245,F,Y,N,247500,54684,1908112.5,-12645,Higher education,Core staff,0
13246,F,N,Y,180000,28917,679500,-21249,Secondary / secondary special,,0
13247,F,Y,N,126000,28597.5,675000,-16472,Secondary / secondary special,Cooking staff,0
13248,M,N,N,135000,52452,1024740,-18064,Secondary / secondary special,Low-skill Laborers,1
13249,F,N,N,225000,30280.5,760225.5,-18475,Secondary / secondary special,Laborers,0
13250,M,Y,Y,157500,9000,180000,-10133,Secondary / secondary special,Laborers,0
13251,M,Y,Y,135000,27859.5,258709.5,-13298,Secondary / secondary special,Laborers,0
13252,F,N,Y,56250,16564.5,390960,-23620,Secondary / secondary special,,0
13253,F,N,N,89100,20335.5,562500,-15687,Secondary / secondary special,Sales staff,0
13254,F,N,N,360000,36378,592479,-14346,Incomplete higher,High skill tech staff,0
13255,F,N,Y,81000,26217,808650,-21145,Secondary / secondary special,,0
13256,F,Y,N,135000,25668,724500,-12796,Secondary / secondary special,Sales staff,0
13257,F,N,Y,225000,30802.5,723996,-11336,Secondary / secondary special,Private service staff,0
13258,M,Y,N,90000,10665,135000,-11435,Secondary / secondary special,Laborers,0
13259,F,N,Y,81000,8302.5,227520,-21329,Secondary / secondary special,,0
13260,F,N,Y,153000,24435,573628.5,-21507,Secondary / secondary special,Cleaning staff,0
13261,F,N,Y,225000,49900.5,715095,-16667,Higher education,Accountants,0
13262,M,Y,Y,315000,20250,405000,-15693,Secondary / secondary special,Laborers,0
13263,M,N,Y,315000,39735,1354500,-17626,Secondary / secondary special,Laborers,0
13264,F,N,Y,135000,57415.5,1824480,-17568,Secondary / secondary special,,0
13265,F,N,N,225000,13059,360000,-23380,Secondary / secondary special,Managers,0
13266,M,Y,Y,67500,11619,225000,-12494,Secondary / secondary special,Laborers,0
13267,F,N,N,270000,19611,405000,-9355,Higher education,Core staff,0
13268,F,N,Y,301500,9000,180000,-21116,Secondary / secondary special,,0
13269,F,Y,Y,54000,20295,508495.5,-22876,Higher education,,0
13270,M,Y,Y,315000,27324,252531,-14243,Secondary / secondary special,Laborers,0
13271,F,N,Y,157500,13554,265536,-15531,Secondary / secondary special,Sales staff,0
13272,M,Y,Y,157500,48622.5,1350000,-14187,Secondary / secondary special,Laborers,0
13273,F,Y,N,85500,16326,284400,-11948,Secondary / secondary special,,0
13274,F,Y,N,81000,18450,363190.5,-22473,Secondary / secondary special,,0
13275,M,N,N,112500,9000,180000,-12013,Secondary / secondary special,Laborers,0
13276,M,Y,N,360000,43128,1305000,-18288,Higher education,Drivers,0
13277,F,Y,Y,202500,31972.5,1089000,-17198,Higher education,Core staff,0
13278,F,Y,Y,270000,19705.5,545040,-16523,Secondary / secondary special,Core staff,0
13279,F,N,Y,81000,18414,174132,-8724,Higher education,Core staff,0
13280,F,N,Y,90000,13131,270000,-9043,Secondary / secondary special,,0
13281,F,N,Y,315000,49927.5,1506816,-20053,Higher education,Accountants,0
13282,F,N,Y,90000,20677.5,545040,-23160,Higher education,,0
13283,F,Y,Y,135000,16155,343800,-9356,Secondary / secondary special,Laborers,1
13284,F,N,Y,112500,45585,491211,-11556,Higher education,HR staff,0
13285,F,N,Y,94500,26217,808650,-8505,Secondary / secondary special,Secretaries,0
13286,F,N,N,85500,26388,807984,-19928,Secondary / secondary special,Laborers,0
13287,F,Y,N,180000,31851,552555,-17055,Secondary / secondary special,Accountants,0
13288,F,N,N,90000,12537,156384,-20127,Secondary / secondary special,,0
13289,M,N,Y,270000,48699,1074856.5,-14914,Higher education,Managers,0
13290,F,N,N,112500,6750,135000,-15067,Secondary / secondary special,Medicine staff,0
13291,F,N,N,225000,14647.5,270000,-21221,Secondary / secondary special,Managers,0
